1,39
2,38
3,37
4,36
5,35
6,34
7,33
8,32
9,31
10,30
11,29
12,28
13,27
14,26
15,25
16,24
17,23
18,22
19,21
1,6,8,25
1,6,9,24
1,6,10,23
1,6,11,22
1,6,12,21
1,6,13,20
1,6,14,19
1,6,15,18
1,6,16,17
1,7,8,24
1,7,9,23
1,7,10,22
1,7,11,21
1,7,12,20
1,7,13,19
1,7,14,18
1,7,15,17
1,8,9,22
1,8,10,21
1,8,11,20
1,8,12,19
1,8,13,18
1,8,14,17
1,8,15,16
1,9,10,20
1,9,11,19
1,9,12,18
1,9,13,17
1,9,14,16
1,10,11,18
1,10,12,17
1,10,13,16
1,10,14,15
1,11,12,16
1,11,13,15
1,12,13,14
2,3,4,31
2,3,5,30
2,3,6,29
2,3,7,28
2,3,8,27
2,3,9,26
2,3,10,25
2,3,11,24
2,3,12,23
2,3,13,22
2,3,14,21
2,3,15,20
2,3,16,19
2,3,17,18
2,4,5,29
2,4,6,28
2,4,7,27
2,4,8,26
2,4,9,25
2,4,10,24
2,4,11,23
2,4,12,22
2,4,13,21
2,4,14,20
2,4,15,19
2,4,16,18
2,5,6,27
2,5,7,26
2,5,8,25
2,5,9,24
2,5,10,23
2,5,11,22
2,5,12,21
2,5,13,20
2,5,14,19
2,5,15,18
2,5,16,17
2,6,7,25
2,6,8,24
2,6,9,23
2,6,10,22
2,6,11,21
2,6,12,20
2,6,13,19
2,6,14,18
2,6,15,17
2,7,8,23
2,7,9,22
2,7,10,21
2,7,11,20
2,7,12,19
2,7,13,18
2,7,14,17
2,7,15,16
2,8,9,21
2,8,10,20
2,8,11,19
2,8,12,18
2,8,13,17
2,8,14,16
2,9,10,19
2,9,11,18
2,9,12,17
2,9,13,16
2,9,14,15
2,10,11,17
2,10,12,16
2,10,13,15
2,11,12,15
2,11,13,14
3,4,5,28
3,4,6,27
3,4,7,26
3,4,8,25
3,4,9,24
3,4,10,23
3,4,11,22
3,4,12,21
3,4,13,20
3,4,14,19
3,4,15,18
3,4,16,17
3,5,6,26
3,5,7,25
3,5,8,24
3,5,9,23
3,5,10,22
3,5,11,21
3,5,12,20
3,5,13,19
3,5,14,18
3,5,15,17
3,6,7,24
3,6,8,23
3,6,9,22
3,6,10,21
3,6,11,20
3,6,12,19
3,6,13,18
3,6,14,17
3,6,15,16
3,7,8,22
3,7,9,21
3,7,10,20
3,7,11,19
3,7,12,18
3,7,13,17
3,7,14,16
3,8,9,20
3,8,10,19
3,8,11,18
3,8,12,17
3,8,13,16
3,8,14,15
3,9,10,18
3,9,11,17
3,9,12,16
3,9,13,15
3,10,11,16
3,10,12,15
3,10,13,14
3,11,12,14
4,5,6,25
4,5,7,24
4,5,8,23
4,5,9,22
4,5,10,21
4,5,11,20
4,5,12,19
4,5,13,18
4,5,14,17
4,5,15,16
4,6,7,23
4,6,8,22
4,6,9,21
4,6,10,20
4,6,11,19
4,6,12,18
4,6,13,17
4,6,14,16
4,7,8,21
4,7,9,20
4,7,10,19
4,7,11,18
4,7,12,17
4,7,13,16
4,7,14,15
4,8,9,19
4,8,10,18
4,8,11,17
4,8,12,16
4,8,13,15
4,9,10,17
4,9,11,16
4,9,12,15
4,9,13,14
4,10,11,15
4,10,12,14
4,11,12,13
5,6,7,22
5,6,8,21
5,6,9,20
5,6,10,19
5,6,11,18
5,6,12,17
5,6,13,16
5,6,14,15
5,7,8,20
5,7,9,19
5,7,10,18
5,7,11,17
5,7,12,16
5,7,13,15
5,8,9,18
5,8,10,17
5,8,11,16
5,8,12,15
5,8,13,14
5,9,10,16
5,9,11,15
5,9,12,14
5,10,11,14
5,10,12,13
6,7,8,19
6,7,9,18
6,7,10,17
6,7,11,16
6,7,12,15
6,7,13,14
6,8,9,17
6,8,10,16
6,8,11,15
6,8,12,14
6,9,10,15
6,9,11,14
6,9,12,13
6,10,11,13
7,8,9,16
7,8,10,15
7,8,11,14
7,8,12,13
7,9,10,14
7,9,11,13
7,10,11,12
8,9,10,13
8,9,11,12
1,2,3,4,30
1,2,3,5,29
1,2,3,6,28
1,2,3,7,27
1,2,3,8,26
1,2,3,9,25
1,2,3,10,24
1,2,3,11,23
1,2,3,12,22
1,2,3,13,21
1,2,3,14,20
1,2,3,15,19
1,2,3,16,18
1,2,4,5,28
1,2,4,6,27
1,2,4,7,26
1,2,4,8,25
1,2,4,9,24
1,2,4,10,23
1,2,4,11,22
1,2,4,12,21
1,2,4,13,20
1,2,4,14,19
1,2,4,15,18
1,2,4,16,17
1,2,5,6,26
1,2,5,7,25
1,2,5,8,24
1,2,5,9,23
1,2,5,10,22
1,2,5,11,21
1,2,5,12,20
1,2,5,13,19
1,2,5,14,18
1,2,5,15,17
1,2,6,7,24
1,2,6,8,23
1,2,6,9,22
1,2,6,10,21
1,2,6,11,20
1,2,6,12,19
1,2,6,13,18
1,2,6,14,17
1,2,6,15,16
1,2,7,8,22
1,2,7,9,21
1,2,7,10,20
1,2,7,11,19
1,2,7,12,18
1,2,7,13,17
1,2,7,14,16
1,2,8,9,20
1,2,8,10,19
1,2,8,11,18
1,2,8,12,17
1,2,8,13,16
1,2,8,14,15
1,2,9,10,18
1,2,9,11,17
1,2,9,12,16
1,2,9,13,15
1,2,10,11,16
1,2,10,12,15
1,2,10,13,14
1,2,11,12,14
1,3,4,5,27
1,3,4,6,26
1,3,4,7,25
1,3,4,8,24
1,3,4,9,23
1,3,4,10,22
1,3,4,11,21
1,3,4,12,20
1,3,4,13,19
1,3,4,14,18
1,3,4,15,17
1,3,5,6,25
1,3,5,7,24
1,3,5,8,23
1,3,5,9,22
1,3,5,10,21
1,3,5,11,20
1,3,5,12,19
1,3,5,13,18
1,3,5,14,17
1,3,5,15,16
1,3,6,7,23
1,3,6,8,22
1,3,6,9,21
1,3,6,10,20
1,3,6,11,19
1,3,6,12,18
1,3,6,13,17
1,3,6,14,16
1,3,7,8,21
1,3,7,9,20
1,3,7,10,19
1,3,7,11,18
1,3,7,12,17
1,3,7,13,16
1,3,7,14,15
1,3,8,9,19
1,3,8,10,18
1,3,8,11,17
1,3,8,12,16
1,3,8,13,15
1,3,9,10,17
1,3,9,11,16
1,3,9,12,15
1,3,9,13,14
1,3,10,11,15
1,3,10,12,14
1,3,11,12,13
1,4,5,6,24
1,4,5,7,23
1,4,5,8,22
1,4,5,9,21
1,4,5,10,20
1,4,5,11,19
1,4,5,12,18
1,4,5,13,17
1,4,5,14,16
1,4,6,7,22
1,4,6,8,21
1,4,6,9,20
1,4,6,10,19
1,4,6,11,18
1,4,6,12,17
1,4,6,13,16
1,4,6,14,15
1,4,7,8,20
1,4,7,9,19
1,4,7,10,18
1,4,7,11,17
1,4,7,12,16
1,4,7,13,15
1,4,8,9,18
1,4,8,10,17
1,4,8,11,16
1,4,8,12,15
1,4,8,13,14
1,4,9,10,16
1,4,9,11,15
1,4,9,12,14
1,4,10,11,14
1,4,10,12,13
1,5,6,7,21
1,5,6,8,20
1,5,6,9,19
1,5,6,10,18
1,5,6,11,17
1,5,6,12,16
1,5,6,13,15
1,5,7,8,19
1,5,7,9,18
1,5,7,10,17
1,5,7,11,16
1,5,7,12,15
1,5,7,13,14
1,5,8,9,17
1,5,8,10,16
1,5,8,11,15
1,5,8,12,14
1,5,9,10,15
1,5,9,11,14
1,5,9,12,13
1,5,10,11,13
1,6,7,8,18
1,6,7,9,17
1,6,7,10,16
1,6,7,11,15
1,6,7,12,14
1,6,8,9,16
1,6,8,10,15
1,6,8,11,14
1,6,8,12,13
1,6,9,10,14
1,6,9,11,13
1,6,10,11,12
1,7,8,9,15
1,7,8,10,14
1,7,8,11,13
1,7,9,10,13
1,7,9,11,12
1,8,9,10,12
2,3,4,5,26
2,3,4,6,25
2,3,4,7,24
2,3,4,8,23
2,3,4,9,22
2,3,4,10,21
2,3,4,11,20
2,3,4,12,19
2,3,4,13,18
2,3,4,14,17
2,3,4,15,16
2,3,5,6,24
2,3,5,7,23
2,3,5,8,22
2,3,5,9,21
2,3,5,10,20
2,3,5,11,19
2,3,5,12,18
2,3,5,13,17
2,3,5,14,16
2,3,6,7,22
2,3,6,8,21
2,3,6,9,20
2,3,6,10,19
2,3,6,11,18
2,3,6,12,17
2,3,6,13,16
2,3,6,14,15
2,3,7,8,20
2,3,7,9,19
2,3,7,10,18
2,3,7,11,17
2,3,7,12,16
2,3,7,13,15
2,3,8,9,18
2,3,8,10,17
2,3,8,11,16
2,3,8,12,15
2,3,8,13,14
2,3,9,10,16
2,3,9,11,15
2,3,9,12,14
2,3,10,11,14
2,3,10,12,13
2,4,5,6,23
2,4,5,7,22
2,4,5,8,21
2,4,5,9,20
2,4,5,10,19
2,4,5,11,18
2,4,5,12,17
2,4,5,13,16
2,4,5,14,15
2,4,6,7,21
2,4,6,8,20
2,4,6,9,19
2,4,6,10,18
2,4,6,11,17
2,4,6,12,16
2,4,6,13,15
2,4,7,8,19
2,4,7,9,18
2,4,7,10,17
2,4,7,11,16
2,4,7,12,15
2,4,7,13,14
2,4,8,9,17
2,4,8,10,16
2,4,8,11,15
2,4,8,12,14
2,4,9,10,15
2,4,9,11,14
2,4,9,12,13
2,4,10,11,13
2,5,6,7,20
2,5,6,8,19
2,5,6,9,18
2,5,6,10,17
2,5,6,11,16
2,5,6,12,15
2,5,6,13,14
2,5,7,8,18
2,5,7,9,17
2,5,7,10,16
2,5,7,11,15
2,5,7,12,14
2,5,8,9,16
2,5,8,10,15
2,5,8,11,14
2,5,8,12,13
2,5,9,10,14
2,5,9,11,13
2,5,10,11,12
2,6,7,8,17
2,6,7,9,16
2,6,7,10,15
2,6,7,11,14
2,6,7,12,13
2,6,8,9,15
2,6,8,10,14
2,6,8,11,13
2,6,9,10,13
2,6,9,11,12
2,7,8,9,14
2,7,8,10,13
2,7,8,11,12
2,7,9,10,12
2,8,9,10,11
3,4,5,6,22
3,4,5,7,21
3,4,5,8,20
3,4,5,9,19
3,4,5,10,18
3,4,5,11,17
3,4,5,12,16
3,4,5,13,15
3,4,6,7,20
3,4,6,8,19
3,4,6,9,18
3,4,6,10,17
3,4,6,11,16
3,4,6,12,15
3,4,6,13,14
3,4,7,8,18
3,4,7,9,17
3,4,7,10,16
3,4,7,11,15
3,4,7,12,14
3,4,8,9,16
3,4,8,10,15
3,4,8,11,14
3,4,8,12,13
3,4,9,10,14
3,4,9,11,13
3,4,10,11,12
3,5,6,7,19
3,5,6,8,18
3,5,6,9,17
3,5,6,10,16
3,5,6,11,15
3,5,6,12,14
3,5,7,8,17
3,5,7,9,16
3,5,7,10,15
3,5,7,11,14
3,5,7,12,13
3,5,8,9,15
3,5,8,10,14
3,5,8,11,13
3,5,9,10,13
3,5,9,11,12
3,6,7,8,16
3,6,7,9,15
3,6,7,10,14
3,6,7,11,13
3,6,8,9,14
3,6,8,10,13
3,6,8,11,12
3,6,9,10,12
3,7,8,9,13
3,7,8,10,12
3,7,9,10,11
4,5,6,7,18
4,5,6,8,17
4,5,6,9,16
4,5,6,10,15
4,5,6,11,14
4,5,6,12,13
4,5,7,8,16
4,5,7,9,15
4,5,7,10,14
4,5,7,11,13
4,5,8,9,14
4,5,8,10,13
4,5,8,11,12
4,5,9,10,12
4,6,7,8,15
4,6,7,9,14
4,6,7,10,13
4,6,7,11,12
4,6,8,9,13
4,6,8,10,12
4,6,9,10,11
4,7,8,9,12
4,7,8,10,11
5,6,7,8,14
5,6,7,9,13
5,6,7,10,12
5,6,8,9,12
5,6,8,10,11
5,7,8,9,11
6,7,8,9,10
1,2,3,4,5,25
1,2,3,4,6,24
1,2,3,4,7,23
1,2,3,4,8,22
1,2,3,4,9,21
1,2,3,4,10,20
1,2,3,4,11,19
1,2,3,4,12,18
1,2,3,4,13,17
1,2,3,4,14,16
1,2,3,5,6,23
1,2,3,5,7,22
1,2,3,5,8,21
1,2,3,5,9,20
1,2,3,5,10,19
1,2,3,5,11,18
1,2,3,5,12,17
1,2,3,5,13,16
1,2,3,5,14,15
1,2,3,6,7,21
1,2,3,6,8,20
1,2,3,6,9,19
1,2,3,6,10,18
1,2,3,6,11,17
1,2,3,6,12,16
1,2,3,6,13,15
1,2,3,7,8,19
1,2,3,7,9,18
1,2,3,7,10,17
1,2,3,7,11,16
1,2,3,7,12,15
1,2,3,7,13,14
1,2,3,8,9,17
1,2,3,8,10,16
1,2,3,8,11,15
1,2,3,8,12,14
1,2,3,9,10,15
1,2,3,9,11,14
1,2,3,9,12,13
1,2,3,10,11,13
1,2,4,5,6,22
1,2,4,5,7,21
1,2,4,5,8,20
1,2,4,5,9,19
1,2,4,5,10,18
1,2,4,5,11,17
1,2,4,5,12,16
1,2,4,5,13,15
1,2,4,6,7,20
1,2,4,6,8,19
1,2,4,6,9,18
1,2,4,6,10,17
1,2,4,6,11,16
1,2,4,6,12,15
1,2,4,6,13,14
1,2,4,7,8,18
1,2,4,7,9,17
1,2,4,7,10,16
1,2,4,7,11,15
1,2,4,7,12,14
1,2,4,8,9,16
1,2,4,8,10,15
1,2,4,8,11,14
1,2,4,8,12,13
1,2,4,9,10,14
1,2,4,9,11,13
1,2,4,10,11,12
1,2,5,6,7,19
1,2,5,6,8,18
1,2,5,6,9,17
1,2,5,6,10,16
1,2,5,6,11,15
1,2,5,6,12,14
1,2,5,7,8,17
1,2,5,7,9,16
1,2,5,7,10,15
1,2,5,7,11,14
1,2,5,7,12,13
1,2,5,8,9,15
1,2,5,8,10,14
1,2,5,8,11,13
1,2,5,9,10,13
1,2,5,9,11,12
1,2,6,7,8,16
1,2,6,7,9,15
1,2,6,7,10,14
1,2,6,7,11,13
1,2,6,8,9,14
1,2,6,8,10,13
1,2,6,8,11,12
1,2,6,9,10,12
1,2,7,8,9,13
1,2,7,8,10,12
1,2,7,9,10,11
1,3,4,5,6,21
1,3,4,5,7,20
1,3,4,5,8,19
1,3,4,5,9,18
1,3,4,5,10,17
1,3,4,5,11,16
1,3,4,5,12,15
1,3,4,5,13,14
1,3,4,6,7,19
1,3,4,6,8,18
1,3,4,6,9,17
1,3,4,6,10,16
1,3,4,6,11,15
1,3,4,6,12,14
1,3,4,7,8,17
1,3,4,7,9,16
1,3,4,7,10,15
1,3,4,7,11,14
1,3,4,7,12,13
1,3,4,8,9,15
1,3,4,8,10,14
1,3,4,8,11,13
1,3,4,9,10,13
1,3,4,9,11,12
1,3,5,6,7,18
1,3,5,6,8,17
1,3,5,6,9,16
1,3,5,6,10,15
1,3,5,6,11,14
1,3,5,6,12,13
1,3,5,7,8,16
1,3,5,7,9,15
1,3,5,7,10,14
1,3,5,7,11,13
1,3,5,8,9,14
1,3,5,8,10,13
1,3,5,8,11,12
1,3,5,9,10,12
1,3,6,7,8,15
1,3,6,7,9,14
1,3,6,7,10,13
1,3,6,7,11,12
1,3,6,8,9,13
1,3,6,8,10,12
1,3,6,9,10,11
1,3,7,8,9,12
1,3,7,8,10,11
1,4,5,6,7,17
1,4,5,6,8,16
1,4,5,6,9,15
1,4,5,6,10,14
1,4,5,6,11,13
1,4,5,7,8,15
1,4,5,7,9,14
1,4,5,7,10,13
1,4,5,7,11,12
1,4,5,8,9,13
1,4,5,8,10,12
1,4,5,9,10,11
1,4,6,7,8,14
1,4,6,7,9,13
1,4,6,7,10,12
1,4,6,8,9,12
1,4,6,8,10,11
1,4,7,8,9,11
1,5,6,7,8,13
1,5,6,7,9,12
1,5,6,7,10,11
1,5,6,8,9,11
1,5,7,8,9,10
2,3,4,5,6,20
2,3,4,5,7,19
2,3,4,5,8,18
2,3,4,5,9,17
2,3,4,5,10,16
2,3,4,5,11,15
2,3,4,5,12,14
2,3,4,6,7,18
2,3,4,6,8,17
2,3,4,6,9,16
2,3,4,6,10,15
2,3,4,6,11,14
2,3,4,6,12,13
2,3,4,7,8,16
2,3,4,7,9,15
2,3,4,7,10,14
2,3,4,7,11,13
2,3,4,8,9,14
2,3,4,8,10,13
2,3,4,8,11,12
2,3,4,9,10,12
2,3,5,6,7,17
2,3,5,6,8,16
2,3,5,6,9,15
2,3,5,6,10,14
2,3,5,6,11,13
2,3,5,7,8,15
2,3,5,7,9,14
2,3,5,7,10,13
2,3,5,7,11,12
2,3,5,8,9,13
2,3,5,8,10,12
2,3,5,9,10,11
2,3,6,7,8,14
2,3,6,7,9,13
2,3,6,7,10,12
2,3,6,8,9,12
2,3,6,8,10,11
2,3,7,8,9,11
2,4,5,6,7,16
2,4,5,6,8,15
2,4,5,6,9,14
2,4,5,6,10,13
2,4,5,6,11,12
2,4,5,7,8,14
2,4,5,7,9,13
2,4,5,7,10,12
2,4,5,8,9,12
2,4,5,8,10,11
2,4,6,7,8,13
2,4,6,7,9,12
2,4,6,7,10,11
2,4,6,8,9,11
2,4,7,8,9,10
2,5,6,7,8,12
2,5,6,7,9,11
2,5,6,8,9,10
3,4,5,6,7,15
3,4,5,6,8,14
3,4,5,6,9,13
3,4,5,6,10,12
3,4,5,7,8,13
3,4,5,7,9,12
3,4,5,7,10,11
3,4,5,8,9,11
3,4,6,7,8,12
3,4,6,7,9,11
3,4,6,8,9,10
3,5,6,7,8,11
3,5,6,7,9,10
4,5,6,7,8,10
1,2,3,4,5,6,19
1,2,3,4,5,7,18
1,2,3,4,5,8,17
1,2,3,4,5,9,16
1,2,3,4,5,10,15
1,2,3,4,5,11,14
1,2,3,4,5,12,13
1,2,3,4,6,7,17
1,2,3,4,6,8,16
1,2,3,4,6,9,15
1,2,3,4,6,10,14
1,2,3,4,6,11,13
1,2,3,4,7,8,15
1,2,3,4,7,9,14
1,2,3,4,7,10,13
1,2,3,4,7,11,12
1,2,3,4,8,9,13
1,2,3,4,8,10,12
1,2,3,4,9,10,11
1,2,3,5,6,7,16
1,2,3,5,6,8,15
1,2,3,5,6,9,14
1,2,3,5,6,10,13
1,2,3,5,6,11,12
1,2,3,5,7,8,14
1,2,3,5,7,9,13
1,2,3,5,7,10,12
1,2,3,5,8,9,12
1,2,3,5,8,10,11
1,2,3,6,7,8,13
1,2,3,6,7,9,12
1,2,3,6,7,10,11
1,2,3,6,8,9,11
1,2,3,7,8,9,10
1,2,4,5,6,7,15
1,2,4,5,6,8,14
1,2,4,5,6,9,13
1,2,4,5,6,10,12
1,2,4,5,7,8,13
1,2,4,5,7,9,12
1,2,4,5,7,10,11
1,2,4,5,8,9,11
1,2,4,6,7,8,12
1,2,4,6,7,9,11
1,2,4,6,8,9,10
1,2,5,6,7,8,11
1,2,5,6,7,9,10
1,3,4,5,6,7,14
1,3,4,5,6,8,13
1,3,4,5,6,9,12
1,3,4,5,6,10,11
1,3,4,5,7,8,12
1,3,4,5,7,9,11
1,3,4,5,8,9,10
1,3,4,6,7,8,11
1,3,4,6,7,9,10
1,3,5,6,7,8,10
1,4,5,6,7,8,9
2,3,4,5,6,7,13
2,3,4,5,6,8,12
2,3,4,5,6,9,11
2,3,4,5,7,8,11
2,3,4,5,7,9,10
2,3,4,6,7,8,10
2,3,5,6,7,8,9
1,2,3,4,5,6,7,12
1,2,3,4,5,6,8,11
1,2,3,4,5,6,9,10
1,2,3,4,5,7,8,10
1,2,3,4,6,7,8,9
